Date,Open,High,Low,Close,Volume
15-03-16,77.54,78.27,77.39,77.89,7950
16-03-16,78.37,78.37,77.58,77.81,11943
17-03-16,78.5,78.93,78.19,78.72,11023
18-03-16,78.78,78.86,77.81,78.41,11496
21-03-16,77.81,78.86,77.81,78.86,42550
22-03-16,78.5,78.63,77.68,78.11,26295
23-03-16,79.3,79.38,77.77,78.08,19172
24-03-16,78.8,78.8,78.35,78.59,22325
29-03-16,78.6,79.04,77.85,78.07,21495
30-03-16,78.91,79.35,78.32,78.61,27725
31-03-16,78.61,79.4,78.56,79.24,18383
01-04-16,78.57,78.57,77.11,77.46,23906
04-04-16,77.5,79.48,77.36,77.46,17014
05-04-16,77.46,77.73,76.32,76.47,17239
06-04-16,76.7,77.37,76.58,77.23,12776
07-04-16,77.92,78.17,77.81,77.95,17866
08-04-16,77.85,78.56,77.55,78.46,18800
11-04-16,78.46,78.46,77.65,78.02,16734
12-04-16,77.85,78.97,77.75,78.9,9401
13-04-16,79,79,78.4,78.92,16745
14-04-16,79.09,79.58,78.59,79.11,14364
15-04-16,79.15,79.59,78.75,79.25,20001
18-04-16,79.5,80.43,79.41,80.1,17860
19-04-16,81.32,81.42,79.87,80.01,15220
20-04-16,80.81,80.84,80,80.24,13839
21-04-16,80.48,80.52,78.55,78.75,12366
22-04-16,79.46,79.46,78.32,78.8,17100
26-04-16,79.1,79.85,79.1,79.57,14539
27-04-16,80,80.87,79.47,80,10894
28-04-16,8.06E+01,80.8,79.77,80.8,21046
29-04-16,80.86,81.09,80.32,80.81,12171
02-05-16,80.9,81.55,80.9,80.98,11379
03-05-16,81,83.26,81,82.99,8270
04-05-16,83.79,84.11,82.99,83.53,24302
05-05-16,83.6,83.66,82.73,83.34,14675
06-05-16,82.28,82.65,81.99,82.53,9749
09-05-16,82.52,83.11,82.2,83.11,20936
10-05-16,83.2,84.39,83,84.26,11159
11-05-16,85.08,85.17,83.32,83.53,14284
12-05-16,83.36,83.36,82.2,82.39,16815
13-05-16,83.29,83.39,82.51,82.76,14438
16-05-16,83.01,83.29,82.9,83,7292
17-05-16,83.74,83.77,83.15,83.4,10982
18-05-16,83.6,83.6,82.67,83.05,19157
19-05-16,83.85,83.85,82.12,82.34,19051
20-05-16,82.5,82.72,82.4,82.59,11041
23-05-16,83,83.21,81.94,82.17,12325
24-05-16,82.54,82.61,81.77,82.09,12762
25-05-16,83.2,83.2,82.81,83,11356
26-05-16,82.97,83.02,81.9,82.78,15723
27-05-16,83,83.64,82.8,83.06,21707
30-05-16,83.88,83.88,83.11,83.42,10360
31-05-16,83.55,83.78,82.8,83.08,13149
01-06-16,83.1,83.27,82.19,82.74,17971
02-06-16,83.32,83.42,82.31,82.54,20663
03-06-16,82.55,83.24,82.55,82.96,12590
06-06-16,83.69,8.41E+01,83.18,83.93,18262
07-06-16,84.47,84.53,83.67,83.86,16904
08-06-16,84.06,84.2,83.96,8.40E+01,8316
09-06-16,84.51,84.54,84,84.48,12990
10-06-16,8.45E+01,84.48,83.95,84.12,14881
14-06-16,83.73,83.92,83.14,83.35,26898
15-06-16,83.43,83.95,83,83.11,20548
16-06-16,86,86,83,83.56,15514
17-06-16,83.6,83.89,83.37,83.68,28802
20-06-16,84.73,84.73,83.36,83.9,12929
21-06-16,84,84.49,83.94,84.34,13497
22-06-16,85.06,85.14,84.2,84.8,15642
23-06-16,84.88,85.19,84.5,84.9,8784
24-06-16,84.85,85.31,82.05,83.25,28881
27-06-16,82.48,84.84,81.8,84.49,23893
28-06-16,83.8,84.46,83.1,84.46,21672
29-06-16,85.48,85.64,83.83,85.21,24118
30-06-16,85.66,86.94,85.45,86,13408
01-07-16,86.1,86.1,85.21,85.34,275325
04-07-16,85.21,86.35,85.21,86.29,9111
05-07-16,86.5,86.5,85.24,85.57,25433
06-07-16,86,86.06,85.13,85.65,41804
07-07-16,86.53,86.53,85.78,86.16,19731
08-07-16,86.94,86.94,86.01,86.01,27004
11-07-16,86.97,87.85,86.97,87.65,19683
12-07-16,88.35,89.25,87.49,8.79E+01,14145
13-07-16,88.53,89.37,87.12,87.39,16061
14-07-16,88.18,88.18,87.44,87.73,9953
15-07-16,87.88,88.05,8.68E+01,86.9,15730
18-07-16,87,87.83,86.9,87.79,10612
19-07-16,88.21,88.21,87.5,87.79,17974
20-07-16,87.9,89.05,87.9,88.74,16935
21-07-16,91.42,9.25E+01,88.87,88.99,14655
22-07-16,89.42,89.42,88.37,88.4,7990
25-07-16,88.78,89.72,88.78,88.86,15299
26-07-16,89.07,89.84,88.86,89.2,13454
27-07-16,90,90.04,88.39,88.78,27968
28-07-16,88.79,89.2,88.5,89.12,33406
29-07-16,89.5,89.68,88.61,88.89,21927
01-08-16,89.38,89.88,89.05,89.47,19021
02-08-16,89.5,89.58,88.38,88.63,18516
03-08-16,88.37,88.37,87.2,8.74E+01,17931
04-08-16,88,88.51,87.4,88.12,18660
05-08-16,88.43,88.43,87.25,87.33,16097
08-08-16,87.81,87.84,87.2,87.2,15334
09-08-16,87,87.02,86,86.09,15903
10-08-16,86.09,86.68,85.8,86.52,24510
11-08-16,86.81,86.91,86.35,86.43,15255
12-08-16,86.79,87.67,85.67,86.35,19358
15-08-16,86.38,87.32,86.3,87.29,19373
16-08-16,88.28,88.28,87.39,87.46,13853
17-08-16,87.55,87.96,86.99,87.09,16656
18-08-16,87.52,88,86.3,86.59,14848
19-08-16,87.23,87.23,86.41,86.6,23115
22-08-16,86.52,86.99,86.47,86.94,14752
23-08-16,87.2,88.01,87.1,87.6,13755
24-08-16,87.6,87.6,86.67,87.41,19749
25-08-16,87.48,88.46,87.45,88.16,17925
26-08-16,88.29,88.29,87.28,87.35,10260
29-08-16,87.88,87.88,85.94,86.27,21737
30-08-16,87.99,87.99,86.68,87.23,11486
31-08-16,87.41,87.41,86.37,86.55,12907
01-09-16,86.75,86.75,86.06,86.24,12535
02-09-16,86.5,86.5,85.11,85.2,20629
